Gender,ItemPurchased,TotallyBought,Location,Category,Season
Male,Gloves,3,Kentucky,Accessories,Winter
Male,Handbag,4,Kentucky,Accessories,Winter
Male,Hat,3,Kentucky,Accessories,Summer
Male,Jacket,3,Kentucky,Outerwear,Spring
Male,Jeans,2,Kentucky,Clothing,Winter
Male,Jewelry,4,Kentucky,Accessories,Winter
Male,Pants,2,Kentucky,Clothing,Spring
Male,Scarf,3,Kentucky,Accessories,Fall
Male,Shirt,3,Kentucky,Clothing,Winter
Male,Shoes,1,Kentucky,Footwear,Summer
Male,Shorts,1,Kentucky,Clothing,Summer
Male,Skirt,2,Kentucky,Clothing,Winter
Male,Socks,1,Kentucky,Clothing,Summer
Male,Sweater,5,Kentucky,Clothing,Fall
Male,Backpack,4,Louisiana,Accessories,Summer
Male,Belt,3,Louisiana,Accessories,Spring
Male,Blouse,1,Louisiana,Clothing,Spring
Male,Dress,1,Louisiana,Clothing,Winter
Male,Handbag,2,Louisiana,Accessories,Winter
Male,Hat,1,Louisiana,Accessories,Fall
Male,Hoodie,4,Louisiana,Clothing,Summer
Male,Jacket,1,Louisiana,Outerwear,Winter
Male,Jeans,1,Louisiana,Clothing,Fall
Male,Jewelry,7,Louisiana,Accessories,Summer
Male,Pants,5,Louisiana,Clothing,Winter
Male,Scarf,1,Louisiana,Accessories,Spring
Male,Shirt,5,Louisiana,Clothing,Winter
Male,Shoes,3,Louisiana,Footwear,Summer
Male,Shorts,2,Louisiana,Clothing,Winter
Male,Skirt,1,Louisiana,Clothing,Summer
Male,Sneakers,2,Louisiana,Footwear,Spring
Male,Socks,3,Louisiana,Clothing,Spring
Male,Sunglasses,1,Louisiana,Accessories,Winter
Male,Sweater,5,Louisiana,Clothing,Fall
Male,T-shirt,4,Louisiana,Clothing,Winter
Male,Blouse,3,Maine,Clothing,Fall
Male,Boots,2,Maine,Footwear,Fall
Male,Coat,2,Maine,Outerwear,Summer
Male,Gloves,1,Maine,Accessories,Fall
Male,Handbag,2,Maine,Accessories,Winter
Male,Hat,1,Maine,Accessories,Summer
Male,Hoodie,1,Maine,Clothing,Winter
Male,Jacket,3,Maine,Outerwear,Summer
Male,Jeans,3,Maine,Clothing,Spring
Male,Jewelry,1,Maine,Accessories,Winter
Male,Pants,1,Maine,Clothing,Winter
Male,Sandals,2,Maine,Footwear,Fall
Male,Scarf,3,Maine,Accessories,Spring
Male,Shirt,2,Maine,Clothing,Fall
Male,Shoes,5,Maine,Footwear,Summer
Male,Shorts,3,Maine,Clothing,Spring
Male,Skirt,2,Maine,Clothing,Summer
Male,Sneakers,3,Maine,Footwear,Fall
Male,Socks,3,Maine,Clothing,Spring
Male,Sunglasses,2,Maine,Accessories,Winter
Male,Sweater,4,Maine,Clothing,Winter
Male,T-shirt,1,Maine,Clothing,Spring
Male,Backpack,1,Maryland,Accessories,Spring
Male,Belt,5,Maryland,Accessories,Spring
Male,Blouse,3,Maryland,Clothing,Spring
Male,Boots,2,Maryland,Footwear,Summer
Male,Coat,1,Maryland,Outerwear,Fall
Male,Dress,2,Maryland,Clothing,Summer
Male,Gloves,4,Maryland,Accessories,Spring
Male,Handbag,1,Maryland,Accessories,Fall
Male,Hat,1,Maryland,Accessories,Winter
Male,Hoodie,2,Maryland,Clothing,Fall
Male,Jacket,3,Maryland,Outerwear,Spring
Male,Jeans,2,Maryland,Clothing,Winter
Male,Jewelry,2,Maryland,Accessories,Spring
Male,Pants,1,Maryland,Clothing,Fall
Male,Sandals,4,Maryland,Footwear,Summer
Male,Scarf,3,Maryland,Accessories,Spring
Male,Shoes,2,Maryland,Footwear,Summer
Male,Skirt,5,Maryland,Clothing,Fall
Male,Sneakers,2,Maryland,Footwear,Winter
Male,Socks,3,Maryland,Clothing,Fall
Male,Sunglasses,4,Maryland,Accessories,Summer
Male,Sweater,2,Maryland,Clothing,Spring
Male,T-shirt,3,Maryland,Clothing,Winter
Male,Backpack,3,Massachusetts,Accessories,Summer
Male,Belt,2,Massachusetts,Accessories,Summer
Male,Blouse,2,Massachusetts,Clothing,Summer
Male,Boots,3,Massachusetts,Footwear,Spring
Male,Coat,3,Massachusetts,Outerwear,Summer
Male,Dress,5,Massachusetts,Clothing,Winter
Male,Gloves,2,Massachusetts,Accessories,Spring
Male,Handbag,1,Massachusetts,Accessories,Winter
Male,Hat,1,Massachusetts,Accessories,Fall
Male,Hoodie,1,Massachusetts,Clothing,Winter
Male,Jacket,2,Massachusetts,Outerwear,Summer
Male,Jeans,4,Massachusetts,Clothing,Spring
Male,Jewelry,1,Massachusetts,Accessories,Summer
Male,Pants,3,Massachusetts,Clothing,Summer
Male,Sandals,3,Massachusetts,Footwear,Summer
Male,Shirt,2,Massachusetts,Clothing,Winter
Male,Shoes,2,Massachusetts,Footwear,Summer
Male,Shorts,2,Massachusetts,Clothing,Spring
Male,Skirt,2,Massachusetts,Clothing,Winter
Male,Sneakers,1,Massachusetts,Footwear,Winter
Male,Socks,4,Massachusetts,Clothing,Summer
Male,Sunglasses,3,Massachusetts,Accessories,Summer
Male,Sweater,1,Massachusetts,Clothing,Fall
Male,T-shirt,3,Massachusetts,Clothing,Spring
Male,Backpack,3,Michigan,Accessories,Spring
Male,Belt,3,Michigan,Accessories,Winter
Male,Blouse,1,Michigan,Clothing,Fall
Male,Coat,1,Michigan,Outerwear,Spring
Male,Dress,3,Michigan,Clothing,Spring
Male,Handbag,2,Michigan,Accessories,Fall
Male,Hoodie,2,Michigan,Clothing,Winter
Male,Jacket,7,Michigan,Outerwear,Winter
Male,Jeans,1,Michigan,Clothing,Summer
Male,Pants,3,Michigan,Clothing,Summer
Male,Sandals,6,Michigan,Footwear,Fall
Male,Scarf,1,Michigan,Accessories,Summer
Male,Shirt,4,Michigan,Clothing,Fall
Male,Shoes,1,Michigan,Footwear,Summer
Male,Shorts,2,Michigan,Clothing,Summer
Male,Sneakers,1,Michigan,Footwear,Winter
Male,Sunglasses,5,Michigan,Accessories,Fall
Male,Sweater,2,Michigan,Clothing,Summer
Male,T-shirt,1,Michigan,Clothing,Fall
Male,Backpack,3,Minnesota,Accessories,Summer
Male,Belt,1,Minnesota,Accessories,Summer
Male,Blouse,4,Minnesota,Clothing,Winter
Male,Boots,1,Minnesota,Footwear,Summer
Male,Dress,3,Minnesota,Clothing,Spring
Male,Gloves,3,Minnesota,Accessories,Spring
Male,Handbag,4,Minnesota,Accessories,Winter
Male,Hat,1,Minnesota,Accessories,Summer
Male,Hoodie,2,Minnesota,Clothing,Fall
Male,Jacket,1,Minnesota,Outerwear,Summer
Male,Jewelry,3,Minnesota,Accessories,Winter
Male,Pants,2,Minnesota,Clothing,Fall
Male,Sandals,3,Minnesota,Footwear,Winter
Male,Shirt,4,Minnesota,Clothing,Fall
Male,Shoes,1,Minnesota,Footwear,Winter
Male,Shorts,3,Minnesota,Clothing,Winter
Male,Skirt,8,Minnesota,Clothing,Summer
Male,Sneakers,5,Minnesota,Footwear,Summer
Male,Socks,2,Minnesota,Clothing,Summer
Male,Sunglasses,3,Minnesota,Accessories,Winter
Male,Sweater,1,Minnesota,Clothing,Spring
Male,T-shirt,2,Minnesota,Clothing,Fall
Male,Backpack,2,Mississippi,Accessories,Summer
Male,Belt,2,Mississippi,Accessories,Fall
Male,Blouse,4,Mississippi,Clothing,Summer
Male,Boots,2,Mississippi,Footwear,Summer
Male,Coat,3,Mississippi,Outerwear,Winter
Male,Dress,5,Mississippi,Clothing,Winter
Male,Handbag,5,Mississippi,Accessories,Fall
Male,Hat,3,Mississippi,Accessories,Spring
Male,Hoodie,1,Mississippi,Clothing,Winter
Male,Jacket,2,Mississippi,Outerwear,Summer
Male,Jeans,1,Mississippi,Clothing,Spring
Male,Jewelry,4,Mississippi,Accessories,Fall
Male,Pants,2,Mississippi,Clothing,Spring
Male,Sandals,1,Mississippi,Footwear,Fall
Male,Scarf,3,Mississippi,Accessories,Summer
Male,Shirt,4,Mississippi,Clothing,Winter
Male,Shorts,3,Mississippi,Clothing,Spring
Male,Skirt,2,Mississippi,Clothing,Winter
Male,Sneakers,1,Mississippi,Footwear,Spring
Male,Sunglasses,3,Mississippi,Accessories,Summer
Male,Sweater,2,Mississippi,Clothing,Winter
Male,Backpack,1,Missouri,Accessories,Spring
Male,Blouse,1,Missouri,Clothing,Fall
Male,Boots,2,Missouri,Footwear,Summer
Male,Coat,2,Missouri,Outerwear,Fall
Male,Dress,1,Missouri,Clothing,Fall
Male,Gloves,2,Missouri,Accessories,Summer
Male,Handbag,2,Missouri,Accessories,Spring
Male,Hat,2,Missouri,Accessories,Summer
Male,Hoodie,2,Missouri,Clothing,Summer
Male,Jacket,2,Missouri,Outerwear,Summer
Male,Jeans,5,Missouri,Clothing,Summer
Male,Jewelry,4,Missouri,Accessories,Fall
Male,Pants,4,Missouri,Clothing,Summer
Male,Sandals,1,Missouri,Footwear,Winter
Male,Scarf,4,Missouri,Accessories,Winter
Male,Shirt,3,Missouri,Clothing,Spring
Male,Shoes,2,Missouri,Footwear,Winter
Male,Shorts,5,Missouri,Clothing,Fall
Male,Skirt,4,Missouri,Clothing,Winter
Male,Sneakers,3,Missouri,Footwear,Fall
Male,Socks,1,Missouri,Clothing,Fall
Male,Sunglasses,4,Missouri,Accessories,Summer
Male,Sweater,3,Missouri,Clothing,Winter
Male,T-shirt,3,Missouri,Clothing,Fall
Male,Backpack,3,Montana,Accessories,Spring
Male,Belt,3,Montana,Accessories,Summer
Male,Blouse,1,Montana,Clothing,Spring
Male,Boots,4,Montana,Footwear,Winter
Male,Coat,6,Montana,Outerwear,Winter
Male,Dress,1,Montana,Clothing,Winter
Male,Gloves,1,Montana,Accessories,Winter
Male,Handbag,4,Montana,Accessories,Summer
Male,Hat,2,Montana,Accessories,Winter
Male,Jeans,4,Montana,Clothing,Summer
Male,Jewelry,1,Montana,Accessories,Winter
Male,Pants,2,Montana,Clothing,Winter
Male,Sandals,3,Montana,Footwear,Fall
Male,Scarf,2,Montana,Accessories,Summer
Male,Shirt,2,Montana,Clothing,Fall
Male,Shoes,1,Montana,Footwear,Summer
Male,Shorts,2,Montana,Clothing,Spring
Male,Skirt,2,Montana,Clothing,Winter
Male,Sneakers,2,Montana,Footwear,Spring
Male,Socks,2,Montana,Clothing,Spring
Male,Sunglasses,1,Montana,Accessories,Fall
Male,Sweater,6,Montana,Clothing,Summer
Male,T-shirt,3,Montana,Clothing,Fall
Male,Backpack,5,Nebraska,Accessories,Spring
Male,Belt,3,Nebraska,Accessories,Fall
Male,Blouse,1,Nebraska,Clothing,Summer
Male,Boots,3,Nebraska,Footwear,Fall
Male,Coat,2,Nebraska,Outerwear,Winter
Male,Dress,3,Nebraska,Clothing,Fall
Male,Gloves,3,Nebraska,Accessories,Winter
Male,Handbag,3,Nebraska,Accessories,Winter
Male,Hat,4,Nebraska,Accessories,Spring
Male,Hoodie,1,Nebraska,Clothing,Summer
Male,Jacket,1,Nebraska,Outerwear,Fall
Male,Jeans,3,Nebraska,Clothing,Fall
Male,Jewelry,5,Nebraska,Accessories,Summer
Male,Pants,3,Nebraska,Clothing,Fall
Male,Sandals,5,Nebraska,Footwear,Summer
Male,Scarf,2,Nebraska,Accessories,Spring
Male,Shirt,1,Nebraska,Clothing,Winter
Male,Shoes,3,Nebraska,Footwear,Summer
Male,Shorts,2,Nebraska,Clothing,Fall
Male,Skirt,1,Nebraska,Clothing,Spring
Male,Socks,2,Nebraska,Clothing,Spring
Male,Sunglasses,1,Nebraska,Accessories,Spring
Male,T-shirt,1,Nebraska,Clothing,Winter
Male,Backpack,5,Nevada,Accessories,Summer
Male,Belt,4,Nevada,Accessories,Spring
Male,Boots,4,Nevada,Footwear,Winter
Male,Coat,1,Nevada,Outerwear,Summer
Male,Dress,1,Nevada,Clothing,Winter
Male,Gloves,1,Nevada,Accessories,Winter
Male,Handbag,3,Nevada,Accessories,Fall
Male,Hat,1,Nevada,Accessories,Summer
Male,Hoodie,2,Nevada,Clothing,Spring
Male,Jacket,2,Nevada,Outerwear,Summer
Male,Jeans,2,Nevada,Clothing,Winter
Male,Jewelry,4,Nevada,Accessories,Spring
Male,Pants,3,Nevada,Clothing,Spring
Male,Sandals,1,Nevada,Footwear,Fall
Male,Shirt,2,Nevada,Clothing,Summer
Male,Shoes,3,Nevada,Footwear,Fall
Male,Shorts,4,Nevada,Clothing,Summer
Male,Skirt,3,Nevada,Clothing,Spring
Male,Sneakers,3,Nevada,Footwear,Winter
Male,Socks,4,Nevada,Clothing,Summer
Male,Sunglasses,2,Nevada,Accessories,Spring
Male,Sweater,1,Nevada,Clothing,Spring
Male,T-shirt,2,Nevada,Clothing,Spring
Male,Backpack,4,New Hampshire,Accessories,Spring
Male,Blouse,5,New Hampshire,Clothing,Winter
Male,Boots,3,New Hampshire,Footwear,Spring
Male,Coat,4,New Hampshire,Outerwear,Fall
Male,Dress,3,New Hampshire,Clothing,Spring
Male,Gloves,3,New Hampshire,Accessories,Fall
Male,Handbag,2,New Hampshire,Accessories,Fall
Male,Hat,4,New Hampshire,Accessories,Winter
Male,Hoodie,3,New Hampshire,Clothing,Winter
Male,Jacket,1,New Hampshire,Outerwear,Fall
Male,Jeans,1,New Hampshire,Clothing,Winter
Male,Jewelry,3,New Hampshire,Accessories,Fall
Male,Scarf,3,New Hampshire,Accessories,Spring
Male,Shirt,2,New Hampshire,Clothing,Spring
Male,Shoes,1,New Hampshire,Footwear,Summer
Male,Skirt,1,New Hampshire,Clothing,Fall
Male,Sneakers,1,New Hampshire,Footwear,Summer
Male,Socks,2,New Hampshire,Clothing,Spring
Male,Sunglasses,2,New Hampshire,Accessories,Spring
Male,Sweater,1,New Hampshire,Clothing,Fall
Male,T-shirt,1,New Hampshire,Clothing,Fall
Male,Backpack,1,New Jersey,Accessories,Spring
Male,Belt,5,New Jersey,Accessories,Spring
Male,Blouse,2,New Jersey,Clothing,Fall
Male,Coat,1,New Jersey,Outerwear,Spring
Male,Gloves,1,New Jersey,Accessories,Fall
Male,Handbag,1,New Jersey,Accessories,Spring
Male,Hat,1,New Jersey,Accessories,Winter
Male,Hoodie,3,New Jersey,Clothing,Spring
Male,Jacket,3,New Jersey,Outerwear,Summer
Male,Pants,2,New Jersey,Clothing,Summer
Male,Sandals,2,New Jersey,Footwear,Summer
Male,Scarf,4,New Jersey,Accessories,Spring
Male,Shirt,1,New Jersey,Clothing,Winter
Male,Shoes,2,New Jersey,Footwear,Fall
Male,Shorts,3,New Jersey,Clothing,Summer
Male,Skirt,1,New Jersey,Clothing,Spring
Male,Sneakers,1,New Jersey,Footwear,Spring
Male,Socks,2,New Jersey,Clothing,Summer
Male,Sunglasses,4,New Jersey,Accessories,Winter
Male,Sweater,3,New Jersey,Clothing,Fall
Male,Backpack,3,New Mexico,Accessories,Fall
Male,Belt,2,New Mexico,Accessories,Fall
Male,Blouse,2,New Mexico,Clothing,Spring
Male,Boots,1,New Mexico,Footwear,Summer
Male,Coat,4,New Mexico,Outerwear,Summer
Male,Handbag,2,New Mexico,Accessories,Fall
Male,Hat,2,New Mexico,Accessories,Winter
Male,Hoodie,4,New Mexico,Clothing,Winter
Male,Jacket,3,New Mexico,Outerwear,Fall
Male,Jeans,1,New Mexico,Clothing,Spring
Male,Jewelry,4,New Mexico,Accessories,Summer
Male,Pants,2,New Mexico,Clothing,Spring
Male,Sandals,4,New Mexico,Footwear,Fall
Male,Scarf,4,New Mexico,Accessories,Fall
Male,Shirt,2,New Mexico,Clothing,Winter
Male,Shoes,4,New Mexico,Footwear,Winter
Male,Shorts,1,New Mexico,Clothing,Summer
Male,Skirt,2,New Mexico,Clothing,Winter
Male,Sneakers,3,New Mexico,Footwear,Summer
Male,Socks,1,New Mexico,Clothing,Spring
Male,Sunglasses,5,New Mexico,Accessories,Winter
Male,Sweater,3,New Mexico,Clothing,Winter
Male,T-shirt,2,New Mexico,Clothing,Summer
Male,Backpack,3,New York,Accessories,Fall
Male,Belt,2,New York,Accessories,Winter
Male,Blouse,3,New York,Clothing,Summer
Male,Boots,2,New York,Footwear,Winter
Male,Coat,3,New York,Outerwear,Winter
Male,Dress,4,New York,Clothing,Fall
Male,Gloves,5,New York,Accessories,Spring
Male,Handbag,3,New York,Accessories,Summer
Male,Hat,1,New York,Accessories,Fall
Male,Hoodie,2,New York,Clothing,Winter
Male,Jacket,2,New York,Outerwear,Fall
Male,Jeans,3,New York,Clothing,Spring
Male,Jewelry,2,New York,Accessories,Summer
Male,Sandals,3,New York,Footwear,Summer
Male,Scarf,3,New York,Accessories,Spring
Male,Shirt,4,New York,Clothing,Winter
Male,Shoes,4,New York,Footwear,Spring
Male,Shorts,3,New York,Clothing,Summer
Male,Skirt,1,New York,Clothing,Winter
Male,Socks,2,New York,Clothing,Winter
Male,Sunglasses,1,New York,Accessories,Summer
Male,Sweater,2,New York,Clothing,Summer
Male,T-shirt,4,New York,Clothing,Winter
Male,Blouse,2,North Carolina,Clothing,Fall
Male,Boots,1,North Carolina,Footwear,Spring
Male,Coat,1,North Carolina,Outerwear,Summer
Male,Dress,2,North Carolina,Clothing,Summer
Male,Gloves,5,North Carolina,Accessories,Spring
Male,Handbag,3,North Carolina,Accessories,Fall
Male,Hat,1,North Carolina,Accessories,Summer
Male,Hoodie,4,North Carolina,Clothing,Winter
Male,Jacket,3,North Carolina,Outerwear,Winter
Male,Jeans,1,North Carolina,Clothing,Fall
Male,Jewelry,2,North Carolina,Accessories,Winter
Male,Pants,3,North Carolina,Clothing,Winter
Male,Sandals,3,North Carolina,Footwear,Spring
Male,Scarf,2,North Carolina,Accessories,Summer
Male,Shirt,2,North Carolina,Clothing,Fall
Male,Shoes,1,North Carolina,Footwear,Spring
Male,Shorts,3,North Carolina,Clothing,Spring
Male,Skirt,2,North Carolina,Clothing,Spring
Male,Sneakers,1,North Carolina,Footwear,Winter
Male,Socks,2,North Carolina,Clothing,Spring
Male,Sunglasses,3,North Carolina,Accessories,Fall
Male,Sweater,4,North Carolina,Clothing,Spring
Male,T-shirt,4,North Carolina,Clothing,Winter
Male,Backpack,1,North Dakota,Accessories,Fall
Male,Belt,5,North Dakota,Accessories,Fall
Male,Blouse,4,North Dakota,Clothing,Fall
Male,Boots,4,North Dakota,Footwear,Fall
Male,Coat,5,North Dakota,Outerwear,Spring
Male,Dress,2,North Dakota,Clothing,Winter
Male,Hat,2,North Dakota,Accessories,Winter
Male,Hoodie,2,North Dakota,Clothing,Fall
Male,Jacket,3,North Dakota,Outerwear,Summer
Male,Jeans,3,North Dakota,Clothing,Fall
Male,Jewelry,1,North Dakota,Accessories,Summer
Male,Pants,2,North Dakota,Clothing,Fall
Male,Sandals,2,North Dakota,Footwear,Summer
Male,Scarf,4,North Dakota,Accessories,Spring
Male,Shoes,3,North Dakota,Footwear,Summer
Male,Shorts,1,North Dakota,Clothing,Summer
Male,Sneakers,1,North Dakota,Footwear,Summer
Male,Socks,3,North Dakota,Clothing,Spring
Male,Sunglasses,5,North Dakota,Accessories,Fall
Male,Sweater,4,North Dakota,Clothing,Winter
Male,T-shirt,2,North Dakota,Clothing,Spring
Male,Backpack,1,Ohio,Accessories,Spring
Male,Blouse,2,Ohio,Clothing,Spring
Male,Boots,4,Ohio,Footwear,Winter
Male,Coat,1,Ohio,Outerwear,Spring
Male,Dress,1,Ohio,Clothing,Fall
Male,Gloves,4,Ohio,Accessories,Fall
Male,Handbag,2,Ohio,Accessories,Winter
Male,Hat,1,Ohio,Accessories,Fall
Male,Hoodie,1,Ohio,Clothing,Fall
Male,Jewelry,5,Ohio,Accessories,Spring
Male,Pants,3,Ohio,Clothing,Winter
Male,Sandals,2,Ohio,Footwear,Spring
Male,Scarf,5,Ohio,Accessories,Fall
Male,Shoes,3,Ohio,Footwear,Fall
Male,Shorts,1,Ohio,Clothing,Winter
Male,Skirt,4,Ohio,Clothing,Spring
Male,Sneakers,3,Ohio,Footwear,Summer
Male,Socks,2,Ohio,Clothing,Fall
Male,Sweater,2,Ohio,Clothing,Fall
Male,T-shirt,2,Ohio,Clothing,Spring
Male,Belt,2,Oklahoma,Accessories,Spring
Male,Boots,2,Oklahoma,Footwear,Winter
Male,Coat,2,Oklahoma,Outerwear,Fall
Male,Dress,1,Oklahoma,Clothing,Fall
Male,Handbag,3,Oklahoma,Accessories,Spring
Male,Hat,1,Oklahoma,Accessories,Winter
Male,Hoodie,6,Oklahoma,Clothing,Fall
Male,Jacket,4,Oklahoma,Outerwear,Fall
Male,Jeans,1,Oklahoma,Clothing,Fall
Male,Jewelry,1,Oklahoma,Accessories,Summer
Male,Pants,3,Oklahoma,Clothing,Winter
Male,Sandals,1,Oklahoma,Footwear,Spring
Male,Scarf,2,Oklahoma,Accessories,Winter
Male,Shirt,2,Oklahoma,Clothing,Winter
Male,Shoes,3,Oklahoma,Footwear,Spring
Male,Shorts,5,Oklahoma,Clothing,Summer
Male,Skirt,2,Oklahoma,Clothing,Summer
Male,Sneakers,1,Oklahoma,Footwear,Winter
Male,Socks,4,Oklahoma,Clothing,Winter
Male,Sunglasses,3,Oklahoma,Accessories,Winter
Male,T-shirt,3,Oklahoma,Clothing,Fall
Male,Backpack,1,Oregon,Accessories,Summer
Male,Belt,5,Oregon,Accessories,Spring
Male,Blouse,3,Oregon,Clothing,Spring
Male,Boots,2,Oregon,Footwear,Winter
Male,Coat,2,Oregon,Outerwear,Spring
Male,Dress,2,Oregon,Clothing,Winter
Male,Gloves,1,Oregon,Accessories,Summer
Male,Hat,2,Oregon,Accessories,Winter
Male,Hoodie,1,Oregon,Clothing,Summer
Male,Jacket,3,Oregon,Outerwear,Fall
Male,Jeans,4,Oregon,Clothing,Spring
Male,Jewelry,2,Oregon,Accessories,Summer
Male,Pants,1,Oregon,Clothing,Winter
Male,Sandals,3,Oregon,Footwear,Summer
Male,Scarf,3,Oregon,Accessories,Winter
Male,Shirt,3,Oregon,Clothing,Winter
Male,Shoes,1,Oregon,Footwear,Summer
Male,Shorts,1,Oregon,Clothing,Summer
Male,Skirt,1,Oregon,Clothing,Spring
Male,Sneakers,3,Oregon,Footwear,Spring
Male,Socks,2,Oregon,Clothing,Spring
Male,Sunglasses,2,Oregon,Accessories,Summer
Male,Sweater,2,Oregon,Clothing,Spring
Male,T-shirt,3,Oregon,Clothing,Spring
Male,Belt,1,Pennsylvania,Accessories,Winter
Male,Blouse,2,Pennsylvania,Clothing,Winter
Male,Boots,4,Pennsylvania,Footwear,Fall
Male,Coat,4,Pennsylvania,Outerwear,Fall
Male,Dress,5,Pennsylvania,Clothing,Summer
Male,Gloves,2,Pennsylvania,Accessories,Spring
Male,Hat,3,Pennsylvania,Accessories,Summer
Male,Hoodie,2,Pennsylvania,Clothing,Summer
Male,Jeans,1,Pennsylvania,Clothing,Summer
Male,Jewelry,2,Pennsylvania,Accessories,Fall
Male,Pants,1,Pennsylvania,Clothing,Winter
Male,Scarf,4,Pennsylvania,Accessories,Fall
Male,Shirt,2,Pennsylvania,Clothing,Summer
Male,Shoes,1,Pennsylvania,Footwear,Summer
Male,Shorts,2,Pennsylvania,Clothing,Spring
Male,Skirt,2,Pennsylvania,Clothing,Spring
Male,Sneakers,3,Pennsylvania,Footwear,Summer
Male,Socks,2,Pennsylvania,Clothing,Spring
Male,Sweater,3,Pennsylvania,Clothing,Summer
Male,T-shirt,1,Pennsylvania,Clothing,Summer
Male,Backpack,2,Rhode Island,Accessories,Fall
Male,Belt,1,Rhode Island,Accessories,Winter
Male,Blouse,2,Rhode Island,Clothing,Spring
Male,Boots,1,Rhode Island,Footwear,Fall
Male,Dress,5,Rhode Island,Clothing,Fall
Male,Gloves,2,Rhode Island,Accessories,Summer
Male,Handbag,1,Rhode Island,Accessories,Fall
Male,Hat,1,Rhode Island,Accessories,Fall
Male,Hoodie,1,Rhode Island,Clothing,Fall
Male,Jacket,1,Rhode Island,Outerwear,Fall
Male,Jeans,2,Rhode Island,Clothing,Winter
Male,Jewelry,2,Rhode Island,Accessories,Spring
Male,Pants,3,Rhode Island,Clothing,Summer
Male,Sandals,3,Rhode Island,Footwear,Spring
Male,Scarf,1,Rhode Island,Accessories,Winter
Male,Shirt,1,Rhode Island,Clothing,Spring
Male,Shoes,1,Rhode Island,Footwear,Winter
Male,Shorts,3,Rhode Island,Clothing,Winter
Male,Skirt,3,Rhode Island,Clothing,Winter
Male,Sneakers,1,Rhode Island,Footwear,Winter
Male,Sweater,2,Rhode Island,Clothing,Summer
Male,T-shirt,1,Rhode Island,Clothing,Winter
Male,Backpack,1,South Carolina,Accessories,Spring
Male,Belt,2,South Carolina,Accessories,Summer
Male,Blouse,3,South Carolina,Clothing,Winter
Male,Boots,3,South Carolina,Footwear,Fall
Male,Coat,3,South Carolina,Outerwear,Summer
Male,Dress,3,South Carolina,Clothing,Fall
Male,Gloves,2,South Carolina,Accessories,Spring
Male,Hat,4,South Carolina,Accessories,Summer
Male,Hoodie,3,South Carolina,Clothing,Fall
Male,Jacket,2,South Carolina,Outerwear,Winter
Male,Jeans,2,South Carolina,Clothing,Summer
Male,Jewelry,1,South Carolina,Accessories,Spring
Male,Pants,4,South Carolina,Clothing,Fall
Male,Sandals,1,South Carolina,Footwear,Summer
Male,Scarf,4,South Carolina,Accessories,Winter
Male,Shirt,4,South Carolina,Clothing,Summer
Male,Shoes,4,South Carolina,Footwear,Fall
Male,Shorts,1,South Carolina,Clothing,Summer
Male,Skirt,1,South Carolina,Clothing,Spring
Male,Socks,3,South Carolina,Clothing,Fall
Male,Sunglasses,1,South Carolina,Accessories,Spring
Male,Sweater,2,South Carolina,Clothing,Fall
Male,T-shirt,1,South Carolina,Clothing,Winter
Male,Backpack,4,South Dakota,Accessories,Winter
Male,Belt,1,South Dakota,Accessories,Winter
Male,Blouse,1,South Dakota,Clothing,Fall
Male,Boots,3,South Dakota,Footwear,Fall
Male,Coat,2,South Dakota,Outerwear,Summer
Male,Dress,2,South Dakota,Clothing,Fall
Male,Gloves,2,South Dakota,Accessories,Summer
Male,Hat,2,South Dakota,Accessories,Fall
Male,Hoodie,1,South Dakota,Clothing,Winter
Male,Jacket,2,South Dakota,Outerwear,Fall
Male,Jeans,4,South Dakota,Clothing,Summer
Male,Jewelry,4,South Dakota,Accessories,Spring
Male,Pants,2,South Dakota,Clothing,Fall
Male,Sandals,3,South Dakota,Footwear,Summer
Male,Scarf,1,South Dakota,Accessories,Fall
Male,Shorts,2,South Dakota,Clothing,Spring
Male,Skirt,3,South Dakota,Clothing,Fall
Male,Sneakers,2,South Dakota,Footwear,Fall
Male,Socks,4,South Dakota,Clothing,Summer
Male,Sunglasses,3,South Dakota,Accessories,Fall
Male,Backpack,1,Tennessee,Accessories,Summer
Male,Belt,3,Tennessee,Accessories,Summer
Male,Blouse,1,Tennessee,Clothing,Spring
Male,Boots,2,Tennessee,Footwear,Winter
Male,Coat,2,Tennessee,Outerwear,Spring
Male,Dress,1,Tennessee,Clothing,Spring
Male,Gloves,4,Tennessee,Accessories,Winter
Male,Handbag,1,Tennessee,Accessories,Spring
Male,Hat,4,Tennessee,Accessories,Winter
Male,Hoodie,2,Tennessee,Clothing,Winter
Male,Jacket,3,Tennessee,Outerwear,Spring
Male,Jeans,1,Tennessee,Clothing,Spring
Male,Jewelry,1,Tennessee,Accessories,Fall
Male,Pants,2,Tennessee,Clothing,Summer
Male,Sandals,2,Tennessee,Footwear,Spring
Male,Scarf,3,Tennessee,Accessories,Spring
Male,Shoes,2,Tennessee,Footwear,Spring
Male,Shorts,2,Tennessee,Clothing,Spring
Male,Skirt,3,Tennessee,Clothing,Fall
Male,Sneakers,2,Tennessee,Footwear,Spring
Male,Socks,3,Tennessee,Clothing,Fall
Male,Sunglasses,1,Tennessee,Accessories,Summer
Male,Sweater,2,Tennessee,Clothing,Winter
Male,T-shirt,2,Tennessee,Clothing,Fall
